DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
176 - PULMONARY EMBOLISM W/O MCC,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,26,$16185.46,$6246.00,$5467.23
176 - PULMONARY EMBOLISM W/O MCC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,76,$20500.15,$7769.63,$6955.89
176 - PULMONARY EMBOLISM W/O MCC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,25,$24288.44,$9765.60,$6556.52
176 - PULMONARY EMBOLISM W/O MCC,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,26,$17136.88,$8670.69,$7786.69
176 - PULMONARY EMBOLISM W/O MCC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,24,$17410.95,$8431.66,$7588.00
176 - PULMONARY EMBOLISM W/O MCC,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,16,$24900.62,$6642.62,$5131.00
176 - PULMONARY EMBOLISM W/O MCC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,51,$19470.88,$9959.43,$8724.07
176 - PULMONARY EMBOLISM W/O MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,56,$14582.98,$6677.60,$5745.23
176 - PULMONARY EMBOLISM W/O MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,55,$18229.38,$9663.41,$8873.09
176 - PULMONARY EMBOLISM W/O MCC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,34,$22666.11,$6923.44,$6430.61
176 - PULMONARY EMBOLISM W/O MCC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,21,$18086.85,$6727.28,$5877.00
176 - PULMONARY EMBOLISM W/O MCC,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,12,$19144.25,$6615.91,$5769.58
176 - PULMONARY EMBOLISM W/O MCC,230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,MI,48661,MI - Saginaw,15,$9221.13,$6063.20,$5537.06
176 - PULMONARY EMBOLISM W/O MCC,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,19,$20006.89,$6228.10,$5637.36
176 - PULMONARY EMBOLISM W/O MCC,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,14,$17632.14,$11125.71,$9347.42
176 - PULMONARY EMBOLISM W/O MCC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,80,$28403.31,$8039.23,$6715.21
176 - PULMONARY EMBOLISM W/O MCC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,26,$20705.42,$7823.34,$6909.53
176 - PULMONARY EMBOLISM W/O MCC,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,15,$20478.20,$6837.33,$6162.40
176 - PULMONARY EMBOLISM W/O MCC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,23,$18334.43,$6757.26,$5851.13
176 - PULMONARY EMBOLISM W/O MCC,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,23,$17218.73,$9299.26,$7799.04
176 - PULMONARY EMBOLISM W/O MCC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,59,$18947.98,$7226.23,$5813.47
176 - PULMONARY EMBOLISM W/O MCC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,35,$23659.94,$8936.17,$7152.45
176 - PULMONARY EMBOLISM W/O MCC,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,23,$23255.04,$7452.52,$6528.52
176 - PULMONARY EMBOLISM W/O MCC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,31,$24342.58,$7083.77,$6359.64
176 - PULMONARY EMBOLISM W/O MCC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,17,$20861.41,$8342.23,$7413.76
176 - PULMONARY EMBOLISM W/O MCC,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,22,$21703.04,$6172.09,$5454.63
176 - PULMONARY EMBOLISM W/O MCC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,31,$14760.58,$7430.51,$6441.58
176 - PULMONARY EMBOLISM W/O MCC,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,17,$15841.70,$7317.11,$6223.00
176 - PULMONARY EMBOLISM W/O MCC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,41,$26646.17,$7954.85,$7026.26
176 - PULMONARY EMBOLISM W/O MCC,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,29,$14844.82,$8271.10,$6522.68
176 - PULMONARY EMBOLISM W/O MCC,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,35,$24970.17,$6496.60,$5760.94
176 - PULMONARY EMBOLISM W/O MCC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,56,$32351.17,$6759.37,$5598.03
176 - PULMONARY EMBOLISM W/O MCC,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,13,$20270.84,$7145.46,$6366.69
176 - PULMONARY EMBOLISM W/O MCC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,19,$21148.68,$5780.63,$4951.57
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,75,$22416.12,$11421.78,$10677.10
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,47,$37160.12,$15230.80,$14586.97
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,49,$34457.00,$14676.26,$13988.75
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,43,$20017.09,$15270.86,$14747.88
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit,15,$19368.20,$11008.80,$10338.13
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,GREENVILLE,MI,48838,MI - Grand Rapids,27,$21890.37,$10995.92,$10063.25
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,22,$32247.59,$11693.36,$10944.59
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,47,$48566.02,$25886.57,$16832.53
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,68,$22182.52,$12463.75,$11917.69
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,36,$34759.66,$18776.27,$18197.22
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor,12,$19139.25,$11501.25,$10589.50
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,48,$32718.45,$12843.83,$12237.00
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,24,$46133.95,$13080.45,$12616.79
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,29,$26393.68,$12547.00,$11080.41
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,19,$38365.84,$14157.42,$13392.94
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230100,TAWAS ST JOSEPH HOSPITAL,200 HEMLOCK M-55,TAWAS CITY,MI,48763,MI - Saginaw,14,$13211.85,$11790.42,$11307.57
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230118,HURON MEDICAL CENTER,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,MI - Saginaw,34,$10348.50,$11600.26,$11085.14
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,MI - Lansing,12,$28483.66,$11792.16,$11048.16
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,183,$49948.78,$15831.75,$14966.53
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,MI - Flint,12,$50787.41,$20402.58,$19839.33
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,54,$29812.46,$14388.09,$13624.22
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,19,$44313.42,$14507.94,$13796.31
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,72,$28906.06,$12530.56,$11712.43
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,46,$25025.93,$16360.23,$15823.19
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,66,$38168.03,$13677.71,$12107.10
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,21,$27601.00,$15280.14,$14590.04
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,22,$43671.09,$14471.86,$13808.77
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,34,$35695.47,$13180.17,$12686.41
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230193,LAPEER REGIONAL MEDICAL CENTER,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint,22,$39123.04,$11388.63,$10725.54
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,57,$36660.87,$13873.73,$13436.89
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,230,$38938.71,$15735.20,$14976.90
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,MI - Pontiac,22,$35288.27,$18977.50,$18353.00
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,54,$37433.87,$12204.50,$11470.88
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,67,$25416.68,$12373.64,$11686.37
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,55,$48933.56,$15334.85,$14130.10
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,12,$16505.66,$13334.83,$12677.16
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,19,$61748.42,$14137.73,$12373.68
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230259,CHELSEA COMMUNITY HOSPITAL,775 S MAIN ST,CHELSEA,MI,48118,MI - Ann Arbor,21,$19053.52,$11033.00,$10498.52
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,64,$43412.90,$12473.06,$11528.62
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,25,$34922.36,$12365.84,$11753.16
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,14,$47811.85,$20315.50,$19756.35
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,12,$33973.91,$13687.41,$12186.08
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,48,$40510.35,$13215.85,$12367.70
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,41,$18716.07,$8224.07,$7470.26
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,52,$28118.84,$10795.23,$10172.44
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,40,$27637.82,$10512.50,$9701.37
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,14,$26179.50,$13152.07,$12669.21
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,23,$18443.69,$11220.86,$9837.26
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,MI - Lansing,17,$16242.35,$12257.94,$11599.58
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit,19,$15899.73,$8006.05,$7239.94
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,GREENVILLE,MI,48838,MI - Grand Rapids,13,$16970.46,$7583.23,$7152.76
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,23,$25042.30,$8457.39,$8043.21
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,89,$35853.50,$16948.29,$13457.85
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,35,$14560.65,$8674.28,$8066.17
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,33,$26531.51,$12991.24,$12439.63
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,41,$24889.46,$9298.82,$8482.90
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,MI - Lansing,15,$25541.06,$8261.66,$7511.33
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,11,$17703.36,$8459.18,$7750.45
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,33,$21564.30,$8653.69,$7290.30
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230118,HURON MEDICAL CENTER,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,MI - Saginaw,16,$10148.31,$9242.37,$8645.50
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,MI - Lansing,13,$25023.23,$8139.00,$7444.84
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,112,$32300.43,$11334.79,$10009.54
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,22,$18857.77,$9744.40,$8901.95
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,20,$22545.20,$9312.85,$8585.05
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,42,$17651.71,$9037.02,$8253.50
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,24,$19867.04,$12095.66,$11345.00
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,38,$20549.68,$8927.55,$8160.60
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,13,$21519.30,$10988.53,$10301.76
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,28,$25079.35,$9607.32,$8662.39
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,14,$23687.57,$9248.42,$8488.28
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230193,LAPEER REGIONAL MEDICAL CENTER,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint,13,$24581.30,$8319.92,$7889.46
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,53,$21217.41,$9566.03,$8924.47
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,55,$26474.83,$11347.21,$10842.47
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,43,$23300.25,$8410.95,$7730.95
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,24,$22693.41,$9754.41,$9239.58
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,22,$26486.54,$10757.40,$9904.27
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,MI - Detroit,14,$16627.07,$8052.28,$7251.14
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,18,$18026.61,$10722.83,$10221.50
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,11,$35751.45,$9026.54,$7948.90
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,36,$28950.19,$8957.22,$8455.00
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,24,$20664.20,$8915.33,$8261.66
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,44,$26148.25,$7635.15,$7277.88
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,85,$16653.97,$7459.23,$6871.49
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,25,$27343.48,$9566.88,$8982.08
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,31,$25500.41,$9345.77,$8991.80
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,19,$23823.63,$11706.57,$10158.78
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,121,$16581.42,$9973.62,$9084.33
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit,32,$20107.84,$7159.00,$6349.37
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,66,$22241.43,$7440.01,$6722.18
